Lokasi,Harga (Miliar),Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Garasi,Jumlah Lantai
Jakarta Timur,4,200,200,4,4,2,2
Jakarta Timur,4,192,217,4,3,1,2
Jakarta Timur,4,300,270,5,5,2,2
Jakarta Timur,4,305,310,7,3,2,2
Jakarta Utara,4,130,200,3,2,1,1
Jakarta Utara,4,130,75,3,3,2,2
Jakarta Utara,4,130,75,3,3,2,2
Jakarta Utara,4,140,120,3,3,2,2
Jakarta Utara,4,210,96,4,3,1,3
Jakarta Utara,4,300,128,6,5,1,3
Jakarta Utara,4,300,75,6,6,1,4
Jakarta Selatan,4,150,128,3,2,1,2
Jakarta Selatan,4,300,277,5,4,2,2
Jakarta Selatan,4,225,335,5,3,1,2
Jakarta Selatan,4,250,302,5,5,1,2
Jakarta Selatan,4,330,165,7,6,2,2
Jakarta Selatan,4,300,172,4,5,4,3
Jakarta Barat,4,144,90,31,31,0,3
Jakarta Barat,4,200,76,3,2,0,3
Jakarta Barat,4,195,78,4,4,0,2.5
Jakarta Pusat,4,450,374,9,4,2,2
Jakarta Selatan,4,120,270,4,3,1,2
Jakarta Barat,4,300,190,6,4,0,2
Jakarta Selatan,4,150,156,5,5,0,2
Jakarta Pusat,4,200,142,5,2,2,2
Jakarta Selatan,4,220,140,5,4,1,2
Jakarta Utara,4,180,136,3,1,0,2
Jakarta Selatan,4,216,135,5,4,1,2
Jakarta Selatan,4,150,123,5,4,0,2
Jakarta Selatan,4,150,123,4,3,0,2
Jakarta Selatan,4,150,123,5,4,0,2
Jakarta Utara,4,153,121,5,3,0,2
Jakarta Utara,4,100,120,3,3,0,2
Jakarta Selatan,4,234,117,4,2,1,2
Jakarta Pusat,4,96,96,4,3,1,2
Jakarta Selatan,4,125,87,3,2,0,2
Jakarta Selatan,4,200,300,4,3,1,1
Jakarta Selatan,4,200,300,4,3,1,1
Jakarta Pusat,4,200,240,5,3,0,1
Jakarta Selatan,4,150,233,5,2,0,1
Jakarta Barat,4,150,150,2,2,0,1
Jakarta Barat,4,143,209,0,0,0,1
Jakarta Barat,4,390,129,10,0,0,3
Jakarta Barat,4.1,200,120,3,3,2,2
Jakarta Barat,4.1,130,160,4,3,1,2
Jakarta Barat,4.1,180,144,4,2,0,2
Jakarta Barat,4.1,350,250,8,4,2,2
Jakarta Utara,4.1,238,154,4,2,1,2
Jakarta Selatan,4.1,150,142,3,3,1,2
Jakarta Selatan,4.1,228,150,5,4,2,3
Jakarta Timur,4.1,155,129,3,3,0,2
Jakarta Selatan,4.1,85,85,2,2,0,1
Jakarta Utara,4.12,112,112,3,3,2,2
Jakarta Utara,4.15,250,158,4,3,1,2
Jakarta Selatan,4.15,250,144,6,4,1,3.5
Jakarta Selatan,4.15,250,144,6,4,1,3
Jakarta Selatan,4.15,250,144,6,4,0,3
Jakarta Selatan,4.15,250,144,6,4,1,3
Jakarta Selatan,4.18,220,152,4,3,0,2
Jakarta Barat,4.2,180,120,3,3,2,2
Jakarta Barat,4.2,200,150,3,3,1,2
Jakarta Barat,4.2,150,108,4,5,2,3
Jakarta Barat,4.2,144,144,5,5,0,3
Jakarta Timur,4.2,400,258,5,3,2,2
Jakarta Utara,4.2,144,90,2,3,2,2
Jakarta Utara,4.2,170,120,3,3,2,2
Jakarta Utara,4.2,144,90,3,4,1,2
Jakarta Utara,4.2,200,200,3,2,0,2
Jakarta Utara,4.2,142,120,3,3,2,2
Jakarta Utara,4.2,152,120,3,3,2,2
Jakarta Utara,4.2,150,120,3,3,1,2
Jakarta Utara,4.2,180,90,4,4,1,3
Jakarta Selatan,4.2,142,185,4,3,1,2
Jakarta Selatan,4.2,270,134,3,3,2,3
Jakarta Selatan,4.2,250,108,5,4,0,3
Jakarta Timur,4.2,433,358,5,5,0,2.5
Jakarta Timur,4.2,240,244,3,2,0,2
Jakarta Selatan,4.2,256,144,3,3,0,2
Jakarta Barat,4.2,120,300,3,2,0,1.5
Jakarta Selatan,4.2,130,230,6,3,0,1
Jakarta Selatan,4.2,155,157,3,2,0,1
Jakarta Timur,4.23,300,187,4,4,1,2
Jakarta Barat,4.25,143,198,4,2,1,1
Jakarta Barat,4.25,180,151,4,3,1,2
Jakarta Barat,4.25,250,113,4,3,1,2
Jakarta Barat,4.25,211,211,3,3,0,3
Jakarta Barat,4.25,441,196,4,4,2,3
Jakarta Barat,4.25,438,200,6,4,2,3
Jakarta Timur,4.25,166,200,4,3,2,2
Jakarta Utara,4.25,158,120,3,3,2,2
Jakarta Selatan,4.25,230,310,6,4,3,2
Jakarta Selatan,4.25,350,127,5,5,2,3
Jakarta Selatan,4.25,270,131,6,5,2,3
Jakarta Selatan,4.25,355,240,5,4,1,2
Jakarta Selatan,4.25,335,240,5,4,1,2
Jakarta Selatan,4.25,335,240,5,4,1,2
Jakarta Selatan,4.25,335,240,5,4,1,2
Jakarta Selatan,4.25,335,240,5,4,1,2
Jakarta Utara,4.25,200,160,3,4,0,2
Jakarta Selatan,4.25,300,280,6,4,1,1
Jakarta Selatan,4.25,335,240,0,0,0,1
Jakarta Selatan,4.28,220,152,4,3,0,2
Jakarta Selatan,4.28,220,152,4,3,0,2
Jakarta Barat,4.3,180,120,3,3,2,2
Jakarta Barat,4.3,156,105,3,3,0,2
Jakarta Barat,4.3,270,192,4,3,2,2
Jakarta Barat,4.3,299,173,6,6,2,2
Jakarta Timur,4.3,143,144,4,3,0,2
Jakarta Utara,4.3,150,120,3,3,2,2
Jakarta Utara,4.3,208,120,3,3,1,2
Jakarta Utara,4.3,200,153,4,3,2,2
Jakarta Utara,4.3,165,154,4,4,1,2
Jakarta Utara,4.3,240,160,5,3,2,2
Jakarta Selatan,4.3,225,198,5,4,2,2
Jakarta Selatan,4.3,230,200,5,5,3,2
Jakarta Selatan,4.3,300,215,5,4,2,2
Jakarta Selatan,4.3,300,225,5,3,3,2
Jakarta Selatan,4.3,350,180,6,6,4,3
Jakarta Selatan,4.3,240,104,6,4,1,3
Jakarta Barat,4.3,260,132,5,4,1,3
Jakarta Selatan,4.3,250,175,5,5,1,2
Jakarta Selatan,4.3,220,157,4,3,0,2
Jakarta Barat,4.3,200,144,4,3,0,2
Jakarta Selatan,4.3,100,139,4,2,1,1.5
Jakarta Pusat,4.35,120,180,5,2,2,1
Jakarta Timur,4.35,160,180,5,4,2,2
Jakarta Utara,4.35,250,200,4,3,2,2
Jakarta Timur,4.35,171,126,4,4,0,3
Jakarta Selatan,4.35,160,182,4,4,0,2
Jakarta Barat,4.35,250,150,4,3,1,2
Jakarta Barat,4.39,250,171,4,4,2,2
Jakarta Barat,4.39,250,171,4,4,2,2
Jakarta Timur,4.4,250,352,5,3,2,2
Jakarta Timur,4.4,400,150,4,4,0,2
Jakarta Utara,4.4,150,120,3,3,0,2
Jakarta Timur,4.4,250,352,5,3,2,1.5
Jakarta Timur,4.4,300,228,0,0,0,1
Jakarta Pusat,4.45,222,111,13,7,0,2
Jakarta Timur,4.45,250,352,5,3,2,2
Jakarta Timur,4.45,250,352,5,3,2,1.5
Jakarta Selatan,4.47,240,142,4,4,1,3
Jakarta Utara,4.49,220,120,3,3,1,2
Jakarta Barat,4.5,300,300,2,1,0,1
Jakarta Barat,4.5,150,300,1,1,0,1
Jakarta Barat,4.5,200,288,3,2,2,1
Jakarta Barat,4.5,135,144,3,3,1,2
Jakarta Barat,4.5,250,144,4,4,2,2
Jakarta Barat,4.5,300,200,4,3,1,2
Jakarta Barat,4.5,375,200,4,4,1,2
Jakarta Barat,4.5,250,144,4,2,1,2
Jakarta Barat,4.5,180,144,4,3,2,2
Jakarta Barat,4.5,300,150,5,4,1,2
Jakarta Barat,4.5,270,120,4,3,2,3
Jakarta Pusat,4.5,200,179,7,4,0,1
Jakarta Timur,4.5,250,175,6,4,1,2
Jakarta Timur,4.5,200,112,3,4,2,1
Jakarta Timur,4.5,169,245,3,1,1,1
Jakarta Timur,4.5,235,200,3,2,2,2
Jakarta Timur,4.5,150,208,3,2,2,2
Jakarta Timur,4.5,400,308,4,3,1,2
Jakarta Timur,4.5,240,260,4,2,1,2
Jakarta Timur,4.5,300,160,5,3,0,2
Jakarta Utara,4.5,240,160,5,4,0,1
Jakarta Utara,4.5,160,120,3,3,0,2
Jakarta Utara,4.5,170,120,3,3,2,2
Jakarta Utara,4.5,150,150,5,2,1,2
Jakarta Utara,4.5,200,100,3,3,2,3
Jakarta Utara,4.5,390,162,4,3,2,3
Jakarta Utara,4.5,216,160,4,4,1,3
Jakarta Utara,4.5,250,75,6,6,1,3
Jakarta Utara,4.5,448,144,3,3,2,4
Jakarta Selatan,4.5,270,270,3,2,1,1
Jakarta Selatan,4.5,300,384,3,1,2,1
Jakarta Selatan,4.5,150,123,4,3,1,1
Jakarta Selatan,4.5,210,215,7,2,2,1
Jakarta Selatan,4.5,240,123,3,2,2,2
Jakarta Selatan,4.5,200,255,3,3,2,2
Jakarta Selatan,4.5,190,168,3,4,2,2
Jakarta Selatan,4.5,300,250,4,5,1,2
Jakarta Selatan,4.5,249,159,4,4,2,2
Jakarta Selatan,4.5,200,196,4,3,1,2
Jakarta Selatan,4.5,250,168,4,4,1,2
Jakarta Selatan,4.5,177,91,3,3,2,3
Jakarta Selatan,4.5,225,94,4,5,0,3
Jakarta Timur,4.5,500,268,10,7,2,4
Jakarta Selatan,4.5,280,78,0,4,0,4
Jakarta Timur,4.5,320,161,3,3,2,3
Jakarta Timur,4.5,400,150,4,4,2,3
Jakarta Timur,4.5,400,150,4,4,2,3
Jakarta Barat,4.5,150,141,10,10,1,3
Jakarta Barat,4.5,400,126,4,4,0,3
Jakarta Selatan,4.5,210,125,5,4,2,3
Jakarta Barat,4.5,330,250,3,4,1,2.5
Jakarta Timur,4.5,300,657,6,6,0,2
Jakarta Selatan,4.5,360,403,5,3,0,2
Jakarta Selatan,4.5,300,350,4,5,1,2
Jakarta Selatan,4.5,350,300,4,5,0,2
Jakarta Timur,4.5,400,285,4,5,2,2
Jakarta Barat,4.5,237,237,0,0,0,2
Jakarta Selatan,4.5,300,235,5,5,1,2
Jakarta Selatan,4.5,250,219,4,3,0,2
Jakarta Barat,4.5,280,210,4,4,0,2
Jakarta Barat,4.5,370,200,10,5,0,2
Jakarta Selatan,4.5,185,190,4,3,3,2
Jakarta Selatan,4.5,250,189,5,4,1,2
Jakarta Selatan,4.5,250,189,5,4,1,2
Jakarta Selatan,4.5,220,184,3,3,0,2
Jakarta Barat,4.5,240,173,4,3,1,2
Jakarta Utara,4.5,216,153,3,2,0,2
Jakarta Barat,4.5,241,147,4,3,0,2
Jakarta Timur,4.5,200,135,3,3,0,2
Jakarta Timur,4.5,200,135,3,3,0,2
Jakarta Timur,4.5,250,375,5,3,2,1.5
Jakarta Timur,4.5,250,352,5,3,2,1.5
Jakarta Timur,4.5,250,352,5,3,2,1.5
Jakarta Pusat,4.5,200,313,5,1,1,1.5
Jakarta Selatan,4.5,120,182,3,1,1,1.5
Jakarta Timur,4.5,350,528,5,4,2,1
Jakarta Selatan,4.5,100,307,6,3,0,1
Jakarta Selatan,4.5,182,182,2,1,0,1
Jakarta Selatan,4.5,141,187,3,2,0,1
Jakarta Selatan,4.5,111,191,3,2,1,1
Jakarta Pusat,4.5,98,150,0,0,0,1
Jakarta Selatan,4.5,250,219,4,3,0,1
Jakarta Selatan,4.5,335,240,4,3,3,1
Jakarta Selatan,4.5,400,270,5,5,2,1
Jakarta Utara,4.5,242,150,4,3,0,2
Jakarta Selatan,4.5,350,200,0,0,0,2
Jakarta Barat,4.5,289,162,0,0,0,2
Jakarta Utara,4.5,416,144,0,0,0,3
Jakarta Selatan,4.55,224,110,5,4,1,3
Jakarta Barat,4.59,270,195,4,4,2,2
Jakarta Pusat,4.59,150,209,5,2,1,1
Jakarta Barat,4.6,240,365,4,4,1,1
Jakarta Barat,4.6,210,365,4,2,0,1
Jakarta Barat,4.6,210,365,4,2,0,1
Jakarta Barat,4.6,300,200,4,3,1,2
Jakarta Timur,4.6,330,214,4,4,1,2
Jakarta Timur,4.6,292,257,5,4,1,2
Jakarta Timur,4.6,200,130,6,3,1,2
Jakarta Utara,4.6,220,162,4,3,0,2
Jakarta Selatan,4.6,270,207,5,5,2,2
Jakarta Selatan,4.6,220,108,3,3,2,3
Jakarta Selatan,4.6,250,223,7,5,0,2
Jakarta Selatan,4.6,220,146,4,3,0,2
Jakarta Selatan,4.6,270,119,5,4,0,2
Jakarta Pusat,4.6,150,209,5,2,0,1
Jakarta Timur,4.6,300,200,3,3,0,2
Jakarta Barat,4.6,400,261,0,0,0,2
Jakarta Utara,4.65,225,187,4,3,1,2
Jakarta Selatan,4.65,250,200,4,4,2,3
Jakarta Barat,4.65,300,203,9,9,0,2
Jakarta Selatan,4.65,170,249,5,4,0,1.5
Jakarta Barat,4.69,270,195,4,4,2,2
Jakarta Barat,4.7,180,180,4,3,2,2
Jakarta Barat,4.7,211,180,4,3,0,2
Jakarta Barat,4.7,180,180,5,4,2,2
Jakarta Barat,4.7,200,120,4,3,2,3
Jakarta Barat,4.7,360,162,6,5,2,3
Jakarta Timur,4.7,235,190,4,5,3,2
Jakarta Timur,4.7,180,160,4,3,1,2
Jakarta Timur,4.7,380,210,5,5,2,2
Jakarta Utara,4.7,220,220,2,2,2,1
Jakarta Utara,4.7,400,200,3,4,1,2
Jakarta Selatan,4.7,160,120,4,4,1,2
Jakarta Selatan,4.7,270,131,4,4,0,2
Jakarta Selatan,4.7,235,205,6,4,2,2
Jakarta Selatan,4.7,166,107,4,3,2,3
Jakarta Selatan,4.7,300,196,4,3,6,3
Jakarta Barat,4.7,276,69,17,17,0,5
Jakarta Barat,4.7,250,90,10,10,0,4
Jakarta Selatan,4.7,250,250,5,6,0,2
Jakarta Timur,4.7,220,235,6,3,0,2
Jakarta Selatan,4.7,250,226,5,5,0,2
Jakarta Timur,4.7,235,160,4,2,1,2
Jakarta Barat,4.75,400,213,5,2,1,3
Jakarta Barat,4.75,400,213,6,4,0,3
Jakarta Timur,4.75,229,220,4,3,2,1
Jakarta Selatan,4.75,120,240,3,2,1,1
Jakarta Selatan,4.75,120,200,4,2,2,1
Jakarta Barat,4.75,288,110,10,10,0,3.5
Jakarta Timur,4.75,236,387,4,2,1,2.5
Jakarta Selatan,4.75,400,310,4,3,2,2.5
Jakarta Timur,4.75,300,240,8,4,0,2
Jakarta Barat,4.8,235,220,3,2,1,1
Jakarta Barat,4.8,400,250,5,4,0,1
Jakarta Barat,4.8,300,171,4,4,2,2
Jakarta Barat,4.8,300,171,5,5,2,2
Jakarta Barat,4.8,225,149,4,3,2,3
Jakarta Barat,4.8,250,149,4,3,2,3
Jakarta Timur,4.8,156,156,5,4,0,1
Jakarta Timur,4.8,156,156,5,4,0,1
Jakarta Utara,4.8,300,210,6,4,0,1
Jakarta Utara,4.8,300,240,3,2,2,2
Jakarta Utara,4.8,250,200,3,3,2,2
Jakarta Utara,4.8,250,204,4,3,2,2
Jakarta Utara,4.8,300,144,4,3,2,3
Jakarta Utara,4.8,300,160,4,4,2,3
Jakarta Selatan,4.8,250,196,7,4,0,1
Jakarta Selatan,4.8,285,180,4,4,2,2
Jakarta Selatan,4.8,500,340,6,3,2,2
Jakarta Selatan,4.8,192,426,37,9,2,3
Jakarta Selatan,4.8,290,100,0,0,0,4.5
Jakarta Selatan,4.8,310,130,4,4,2,3
Jakarta Selatan,4.8,260,195,4,4,2,2.5
Jakarta Selatan,4.8,190,350,4,3,1,2
Jakarta Selatan,4.8,200,230,4,3,1,2
Jakarta Selatan,4.8,220,196,5,3,0,2
Jakarta Selatan,4.8,260,195,5,5,2,2
Jakarta Selatan,4.8,300,185,3,2,1,2
Jakarta Selatan,4.8,241,168,4,4,1,2
Jakarta Barat,4.8,200,135,4,3,0,2
Jakarta Barat,4.8,218,288,2,4,0,1.5
Jakarta Pusat,4.8,221,250,8,4,0,1.5
Jakarta Barat,4.8,150,200,3,3,1,1.5
Jakarta Barat,4.8,200,144,3,3,1,1
Jakarta Selatan,4.8,279,144,0,0,0,2
Jakarta Utara,4.85,300,140,3,3,1,3
Jakarta Pusat,4.85,220,166,4,4,0,2
Jakarta Barat,4.9,260,160,4,4,1,2
Jakarta Barat,4.9,117,210,4,3,2,2
Jakarta Barat,4.9,300,202,4,3,1,3
Jakarta Barat,4.9,380,162,5,4,2,3
Jakarta Pusat,4.9,280,148,8,3,1,2
Jakarta Pusat,4.9,288,144,3,3,1,3
Jakarta Timur,4.9,312,612,4,2,2,1
Jakarta Timur,4.9,311,612,4,2,2,1
Jakarta Utara,4.9,198,187,4,3,0,2
Jakarta Selatan,4.9,150,242,4,3,1,1
Jakarta Selatan,4.9,250,67,3,2,2,3
Jakarta Selatan,4.9,170,178,4,4,4,3
Jakarta Barat,4.9,264,66,18,18,0,5
Jakarta Barat,4.9,256,66,18,18,0,5
Jakarta Barat,4.9,320,84,10,10,0,4.5
Jakarta Selatan,4.9,247,102,3,3,0,4
Jakarta Selatan,4.9,247,101,3,3,0,4
Jakarta Selatan,4.9,247,101,3,3,0,4
Jakarta Selatan,4.9,247,101,3,3,0,4
Jakarta Selatan,4.9,300,152,5,5,2,3
Jakarta Utara,4.9,266,126,4,4,0,3
Jakarta Selatan,4.9,300,110,5,5,2,3
Jakarta Timur,4.9,500,468,3,4,0,2
Jakarta Selatan,4.9,420,378,10,4,0,2
Jakarta Selatan,4.9,325,292,4,4,0,2
Jakarta Selatan,4.9,280,260,6,4,0,2
Jakarta Utara,4.9,225,220,4,3,1,2
Jakarta Selatan,4.9,220,180,4,3,0,2
Jakarta Selatan,4.9,220,180,3,3,0,2
Jakarta Selatan,4.9,220,180,4,4,1,2
Jakarta Utara,4.9,230,171,4,4,0,2
Jakarta Selatan,4.9,202,125,5,4,0,2
Jakarta Timur,4.9,311,612,4,2,2,1.5
Jakarta Timur,4.95,198,360,4,3,2,2
Jakarta Utara,4.95,150,160,3,2,0,1
Jakarta Utara,4.95,200,140,3,2,1,2
Jakarta Selatan,4.95,165,135,4,4,2,2
Jakarta Selatan,4.95,223,320,6,6,1,3
Jakarta Selatan,4.95,320,223,6,6,1,3
Jakarta Selatan,4.95,320,223,6,6,0,3
Jakarta Selatan,4.95,320,223,6,6,0,3
Jakarta Selatan,4.95,300,203,5,5,1,3
Jakarta Selatan,4.95,225,110,5,4,1,3
Jakarta Selatan,4.95,320,223,6,6,1,2
Jakarta Selatan,4.95,314,314,0,0,0,1
Jakarta Selatan,4.98,247,99,3,3,1,3
Jakarta Timur,4.99,480,573,5,4,2,2
Jakarta Timur,4.99,480,573,6,5,4,2
Jakarta Selatan,4.99,320,360,3,2,4,1
Jakarta Selatan,4.99,260,108,4,3,2,3
Jakarta Barat,5,200,275,3,2,1,1
Jakarta Barat,5,660,216,5,5,1,1
Jakarta Barat,5,200,135,3,2,2,2
Jakarta Barat,5,150,180,4,2,1,2
Jakarta Barat,5,211,200,4,3,0,2
Jakarta Barat,5,300,120,5,5,0,3
Jakarta Barat,5,450,150,5,4,0,3
Jakarta Barat,5,300,120,4,3,2,4
Jakarta Barat,5,216,180,6,6,0,1
Jakarta Timur,5,200,250,5,2,1,1
Jakarta Timur,5,257,185,3,3,2,2
Jakarta Timur,5,200,135,4,4,1,2
Jakarta Timur,5,275,175,4,4,2,2
Jakarta Timur,5,365,453,5,5,1,2
Jakarta Timur,5,280,308,6,4,0,2
Jakarta Timur,5,400,362,6,4,2,2
Jakarta Timur,5,352,702,7,6,2,2
Jakarta Timur,5,350,700,7,6,2,2
Jakarta Utara,5,250,184,3,3,1,2
Jakarta Utara,5,240,180,4,2,1,2
Jakarta Utara,5,350,120,6,5,2,4
Jakarta Selatan,5,300,366,3,2,2,1
Jakarta Selatan,5,350,395,6,4,2,1
Jakarta Selatan,5,149,282,3,1,2,2
Jakarta Selatan,5,400,253,3,3,2,2
Jakarta Selatan,5,250,187,3,4,1,2
Jakarta Selatan,5,250,187,3,4,2,2
Jakarta Selatan,5,300,167,4,4,1,2
Jakarta Selatan,5,300,200,5,4,2,2
Jakarta Selatan,5,300,252,8,3,2,2
Jakarta Selatan,5,125,189,2,4,2,3
Jakarta Selatan,5,330,142,3,4,3,3
Jakarta Selatan,5,250,187,3,4,0,1
Jakarta Utara,5,280,102,4,4,1,3.5
Jakarta Selatan,5,200,128,4,2,4,3
Jakarta Barat,5,167,224,3,2,0,2.5
Jakarta Selatan,5,150,162,16,5,1,2.5
Jakarta Selatan,5,410,232,7,3,0,2
Jakarta Barat,5,210,231,5,3,1,2
Jakarta Timur,5,215,220,4,4,0,2
Jakarta Timur,5,330,200,5,3,1,2
Jakarta Pusat,5,157,157,1,1,0,2
Jakarta Barat,5,210,150,3,3,0,2
Jakarta Selatan,5,200,285,5,2,0,1
Jakarta Selatan,5,200,285,5,2,0,1
Jakarta Selatan,5,240,285,3,2,2,1
Jakarta Selatan,5,165,283,3,3,0,1
Jakarta Selatan,5,100,250,0,0,0,1
Jakarta Selatan,5,240,240,0,0,0,1
Jakarta Barat,5.09,270,187,4,4,2,2
Jakarta Utara,5.1,260,160,4,4,2,2
Jakarta Utara,5.1,250,180,4,3,1,2
Jakarta Selatan,5.1,2,245,1,1,1,1
Jakarta Selatan,5.1,400,156,5,4,2,3.5
Jakarta Selatan,5.1,400,156,6,4,2,3
Jakarta Selatan,5.1,400,156,6,4,2,3
Jakarta Timur,5.15,874,1249,3,3,1,1
Jakarta Timur,5.15,220,184,4,3,2,2
Jakarta Utara,5.15,274,98,4,4,1,3
Jakarta Selatan,5.19,274,131,3,3,2,3
Jakarta Barat,5.2,120,180,3,3,1,2
Jakarta Barat,5.2,160,180,3,3,2,2
Jakarta Barat,5.2,250,160,4,4,2,2
Jakarta Barat,5.2,330,161,4,5,2,3
Jakarta Pusat,5.2,300,264,3,3,1,2
Jakarta Timur,5.2,250,330,5,4,1,2
Jakarta Utara,5.2,200,150,3,3,0,2
Jakarta Utara,5.2,260,160,3,3,0,2
Jakarta Utara,5.2,300,200,3,3,2,2
Jakarta Utara,5.2,221,144,4,3,2,3
Jakarta Utara,5.2,221,144,4,3,2,3
Jakarta Selatan,5.2,185,162,3,2,1,2
Jakarta Selatan,5.2,250,204,4,2,2,2
Jakarta Selatan,5.2,200,237,14,11,1,2
Jakarta Selatan,5.2,300,196,4,4,2,3
Jakarta Selatan,5.2,240,106,4,5,0,3
Jakarta Barat,5.2,208,200,3,3,1,2
Jakarta Timur,5.2,350,190,4,4,0,2
Jakarta Utara,5.24,150,200,3,2,2,1
Jakarta Selatan,5.25,325,230,3,3,1,2
Jakarta Selatan,5.25,325,230,3,3,1,2
Jakarta Selatan,5.25,350,220,4,4,3,2
Jakarta Selatan,5.25,270,154,6,4,2,2
Jakarta Selatan,5.25,280,200,5,5,3,3
Jakarta Utara,5.25,275,154,6,3,0,3
Jakarta Selatan,5.25,180,253,4,3,1,2
Jakarta Timur,5.3,300,286,4,4,2,2
Jakarta Timur,5.3,280,192,5,3,1,2
Jakarta Timur,5.3,203,135,4,4,2,3
Jakarta Timur,5.3,203,135,5,5,0,3
Jakarta Timur,5.3,203,135,5,5,0,3
Jakarta Utara,5.3,195,169,3,2,1,2
Jakarta Utara,5.3,385,201,4,2,0,2
Jakarta Utara,5.3,300,189,6,4,2,3
Jakarta Selatan,5.3,255,185,4,2,0,2
Jakarta Selatan,5.3,270,314,4,5,2,2
Jakarta Selatan,5.3,300,254,8,4,0,2
Jakarta Selatan,5.3,350,284,8,3,0,1
Jakarta Timur,5.3,480,160,27,28,0,4
Jakarta Timur,5.3,480,160,10,10,0,4
Jakarta Selatan,5.3,430,190,4,6,0,3
Jakarta Selatan,5.3,204,104,3,4,0,3
Jakarta Selatan,5.3,205,90,3,5,0,3
Jakarta Pusat,5.3,260,75,10,0,0,3
Jakarta Selatan,5.3,353,155,3,3,2,2.5
Jakarta Timur,5.3,198,276,4,4,1,2
Jakarta Barat,5.3,350,250,4,4,0,2
Jakarta Pusat,5.3,242,242,4,1,0,2
Jakarta Barat,5.31,367,189,3,3,1,3
Jakarta Barat,5.35,272,144,4,3,1,3
Jakarta Barat,5.35,272,144,4,3,2,3
Jakarta Barat,5.39,300,210,4,4,2,2
Jakarta Timur,5.4,450,425,5,5,1,2
Jakarta Timur,5.4,336,356,4,5,4,3
Jakarta Timur,5.4,336,356,4,5,4,3
Jakarta Utara,5.4,200,150,3,4,1,2
Jakarta Utara,5.4,250,153,3,3,2,2
Jakarta Utara,5.4,161,161,4,4,2,2
Jakarta Utara,5.4,161,161,4,4,2,2
Jakarta Utara,5.4,245,98,4,4,1,4
Jakarta Timur,5.4,301,300,4,5,0,3
Jakarta Utara,5.4,200,150,3,2,0,2
Jakarta Utara,5.45,162,150,3,3,3,2
Jakarta Utara,5.45,209,150,4,4,2,2
Jakarta Utara,5.45,200,150,4,4,3,4
Jakarta Barat,5.45,430,200,7,6,1,2.5
Jakarta Selatan,5.47,190,391,3,2,0,1
Jakarta Barat,5.5,163,136,3,2,1,2
Jakarta Barat,5.5,260,144,3,3,1,2
Jakarta Barat,5.5,400,300,4,4,1,2
Jakarta Barat,5.5,211,230,4,3,0,2
Jakarta Barat,5.5,315,144,3,4,1,3
Jakarta Barat,5.5,168,120,3,2,2,3
Jakarta Barat,5.5,300,144,5,4,0,3
Jakarta Barat,5.5,340,180,5,4,2,3
Jakarta Barat,5.5,400,176,3,3,1,4
Jakarta Pusat,5.5,166,224,4,3,0,1
Jakarta Pusat,5.5,350,200,4,3,1,4
Jakarta Timur,5.5,400,225,5,5,1,2
Jakarta Timur,5.5,275,205,6,4,1,2
Jakarta Timur,5.5,450,170,5,4,1,3
Jakarta Utara,5.5,204,204,1,1,0,1
Jakarta Utara,5.5,120,165,3,3,0,1
Jakarta Utara,5.5,153,153,3,3,2,2
Jakarta Utara,5.5,260,200,3,3,2,2
Jakarta Utara,5.5,228,228,3,2,0,2
Jakarta Utara,5.5,368,400,3,2,0,2
Jakarta Utara,5.5,350,200,4,2,2,2
Jakarta Utara,5.5,200,153,4,3,1,2
Jakarta Utara,5.5,157,202,5,3,2,2
Jakarta Utara,5.5,120,155,3,3,0,3
Jakarta Utara,5.5,245,157,3,3,2,3
Jakarta Utara,5.5,250,200,4,4,1,3
Jakarta Utara,5.5,210,210,4,3,2,3
Jakarta Utara,5.5,240,120,5,4,2,3
Jakarta Utara,5.5,365,120,5,5,1,4
Jakarta Utara,5.5,250,320,4,2,2,1
Jakarta Selatan,5.5,150,162,4,2,1,2
Jakarta Selatan,5.5,150,162,4,2,1,2
Jakarta Selatan,5.5,225,250,4,2,2,2
Jakarta Selatan,5.5,361,187,4,3,3,2
Jakarta Selatan,5.5,350,260,5,6,2,3
Jakarta Selatan,5.5,275,400,3,3,0,1
Jakarta Selatan,5.5,350,214,4,4,2,3
Jakarta Selatan,5.5,440,178,6,4,2,3
Jakarta Selatan,5.5,380,160,6,5,2,3
Jakarta Selatan,5.5,380,160,6,5,2,3
Jakarta Timur,5.5,275,145,6,5,0,3
Jakarta Barat,5.5,225,140,3,3,0,3
Jakarta Selatan,5.5,215,121,6,4,1,3
Jakarta Barat,5.5,180,120,5,3,0,3
Jakarta Selatan,5.5,400,280,5,4,2,2.5
Jakarta Timur,5.5,350,187,5,5,0,2.5
Jakarta Barat,5.5,240,140,4,3,0,2.5
Jakarta Timur,5.5,240,480,4,4,1,2
Jakarta Selatan,5.5,500,400,3,4,1,2
Jakarta Timur,5.5,198,395,5,3,1,2
Jakarta Selatan,5.5,480,362,5,5,0,2
Jakarta Timur,5.5,400,352,6,3,1,2
Jakarta Timur,5.5,400,346,5,5,1,2
Jakarta Selatan,5.5,246,272,5,3,0,2
Jakarta Selatan,5.5,246,272,5,3,0,2
Jakarta Selatan,5.5,246,272,5,3,0,2
