URL,Lokasi,Harga,Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Garasi,Jumlah Lantai
https://www.rumah123.com/properti/jakarta-timur/hos39089952/,"Duren Sawit, Jakarta Timur","Rp 2,85 Miliar",100 m²,150 m²,3,2,2,1
https://www.rumah123.com/properti/jakarta-selatan/hos39116493/,"Mega Kuningan, Jakarta Selatan",Rp 64 Miliar,650 m²,800 m²,5,3,2,2
https://www.rumah123.com/properti/jakarta-utara/hos19537919/,"Kelapa Gading, Jakarta Utara","Rp 2,3 Miliar",132 m²,90 m²,3,2,2,2
https://www.rumah123.com/properti/jakarta-barat/hos39116492/,"Kebon Jeruk, Jakarta Barat","Rp 11,6 Miliar",785 m²,896 m²,4,4,1,2
https://www.rumah123.com/properti/jakarta-timur/hos39116018/,"Duren Sawit, Jakarta Timur","Rp 5,99 Miliar",400 m²,511 m²,4,3,4,2
https://www.rumah123.com/properti/jakarta-timur/hos10760783/,"Cakung, Jakarta Timur","Rp 1,9 Miliar",86 m²,119 m²,4,3,2,2
https://www.rumah123.com/properti/jakarta-timur/hos39116474/,"Cakung, Jakarta Timur","Rp 2,5 Miliar",240 m²,160 m²,4,3,2,2
https://www.rumah123.com/properti/jakarta-utara/hos39116490/,"Pantai Indah Kapuk 2, Jakarta Utara","Rp 2,9 Miliar",105 m²,80 m²,3,3,2,2
https://www.rumah123.com/properti/jakarta-barat/hos39116460/,"Cengkareng, Jakarta Barat","Rp 1,6 Miliar",100 m²,52 m²,4,2,-,3
https://www.rumah123.com/properti/jakarta-utara/hos39116488/,"Pantai Indah Kapuk, Jakarta Utara",Rp 6 Miliar,200 m²,150 m²,3,3,2,2
https://www.rumah123.com/properti/jakarta-barat/hos39116478/,"Green Ville, Jakarta Barat",Rp 9 Miliar,400 m²,319 m²,4,5,-,1
https://www.rumah123.com/properti/jakarta-barat/hos39114409/,"Permata Buana, Jakarta Barat","Rp 5,5 Miliar",163 m²,136 m²,3,2,1,2
https://www.rumah123.com/properti/jakarta-barat/hos39116477/,"Kemanggisan, Jakarta Barat","Rp 5,95 Miliar",400 m²,257 m²,5,3,-,1
https://www.rumah123.com/properti/jakarta-selatan/hos19012470/,"Tebet, Jakarta Selatan","Rp 5,25 Miliar",350 m²,220 m²,4,4,3,2
https://www.rumah123.com/properti/jakarta-utara/hos19111145/,"Kelapa Gading, Jakarta Utara","Rp 4,3 Miliar",200 m²,153 m²,4,3,2,2
https://www.rumah123.com/properti/jakarta-utara/hos17695967/,"Kelapa Gading, Jakarta Utara","Rp 3,59 Miliar",288 m²,246 m²,4,3,2,2
https://www.rumah123.com/properti/jakarta-selatan/hos39116243/,"Tebet, Jakarta Selatan",Rp 14 Miliar,466 m²,496 m²,5,5,5,6
https://www.rumah123.com/properti/jakarta-selatan/hos39116466/,"Gandaria, Jakarta Selatan","Rp 11,5 Miliar",180 m²,202 m²,4,3,-,-
